GameNumber,Date,Color,Opponent,Result,Outcome,MyElo,OpponentElo,TimeControl,ECO,Opening,Termination,Site,NumPlies
233,2023.09.28,White,mdbrown1212,1-0,Win,714,703,600,B07,,KatsMeow23 won by checkmate,Chess.com,37
234,2023.09.28,White,Vovarus81,0-1,Loss,707,750,600,C24,,Vovarus81 won by checkmate,Chess.com,68
235,2023.09.28,Black,Hridyanshu99,0-1,Win,716,744,600,C43,,KatsMeow23 won by resignation,Chess.com,31
236,2023.09.28,White,Fritz098,1-0,Win,724,711,600,D00,,KatsMeow23 won by checkmate,Chess.com,71
237,2023.09.28,White,t_swervo,0-1,Loss,717,762,600,D02,,t_swervo won by checkmate,Chess.com,74
238,2023.09.28,Black,Forkey7272,0-1,Win,725,701,600,B01,,KatsMeow23 won by resignation,Chess.com,40
239,2023.09.28,Black,mister_nr,0-1,Win,733,713,600,B01,,KatsMeow23 won by checkmate,Chess.com,46
240,2023.09.28,Black,Aston5437,1-0,Loss,726,783,600,B01,,Aston5437 won by checkmate,Chess.com,59
241,2023.09.28,White,ofek_gold,1-0,Win,734,721,600,D00,,KatsMeow23 won by resignation,Chess.com,20
242,2023.09.26,White,geovanngutierrez,1-0,Win,798,477,1/86400,A41,,KatsMeow23 won by checkmate,Chess.com,101
243,2023.09.29,Black,Sam555002,1-0,Loss,727,780,600,B11,,Sam555002 won by resignation,Chess.com,69
244,2023.09.29,Black,SirBake,1-0,Loss,719,743,600,B10,,SirBake won by checkmate,Chess.com,37
245,2023.09.29,Black,chrisrossi42,0-1,Win,728,752,600,B12,,KatsMeow23 won by checkmate,Chess.com,104
246,2023.09.29,White,ManLikeRenji,1-0,Win,736,726,600,A40,,KatsMeow23 won by checkmate,Chess.com,43
247,2023.09.29,Black,texastimber,1/2-1/2,Draw,736,741,600,A40,,Game drawn by insufficient material,Chess.com,117
248,2023.09.19,White,ODIR21,0-1,Loss,792,884,1/86400,B06,,ODIR21 won by resignation,Chess.com,106
249,2023.09.29,Black,geovanngutierrez,0-1,Win,794,462,1/86400,A06,,KatsMeow23 won by checkmate,Chess.com,50
250,2023.09.30,White,Eddiniz92,1-0,Win,744,707,600,D00,,KatsMeow23 won by checkmate,Chess.com,39
251,2023.10.01,White,lucasasebey,0-1,Loss,737,780,600,A45,,lucasasebey won on time,Chess.com,84
252,2023.10.01,White,ahmedOAE,0-1,Loss,732,872,900+10,D00,,ahmedOAE won by resignation,Chess.com,70
253,2023.10.01,White,adembu,1-0,Win,741,761,900+10,A45,,KatsMeow23 won by checkmate,Chess.com,79
254,2023.10.01,Black,Cristi-Marian,0-1,Win,748,708,600,B12,,KatsMeow23 won by resignation,Chess.com,57
255,2023.10.02,Black,LapkaOfTyrol,0-1,Win,757,767,600,D10,,KatsMeow23 won by checkmate,Chess.com,76
256,2023.10.03,White,MatheusGaboardi,1-0,Win,765,750,900+10,A40,,KatsMeow23 won by resignation,Chess.com,40
257,2023.10.03,Black,drmensch2,0-1,Win,774,818,900+10,D10,,KatsMeow23 won by checkmate,Chess.com,94
258,2023.10.03,White,morten3065,0-1,Loss,766,774,600,A00,,morten3065 won by checkmate,Chess.com,64
259,2023.09.28,Black,AnaRiv_27,0-1,Win,796,481,1/604800,B01,,KatsMeow23 won by checkmate,Chess.com,90
260,2023.10.04,Black,cardough88,1-0,Loss,759,809,900+10,B15,,cardough88 won by resignation,Chess.com,49
261,2023.09.27,Black,lap10502300,1-0,Loss,793,1058,1/604800,D00,,lap10502300 won by checkmate,Chess.com,53
262,2023.09.29,White,Antimacassar13,0-1,Loss,788,920,1/86400,A45,,Antimacassar13 won by checkmate,Chess.com,76
263,2023.10.05,Black,ichessprime,0-1,Win,766,696,900+10,A40,,KatsMeow23 won by resignation,Chess.com,21
264,2023.10.05,Black,drea852,1-0,Loss,760,879,900+10,B11,,drea852 won by checkmate,Chess.com,109
265,2023.08.02,Black,BeniRive,0-1,Win,790,403,1/604800,A45,,KatsMeow23 won on time,Chess.com,58
266,2023.10.06,White,carmelon13,0-1,Loss,751,739,900+10,A45,,carmelon13 won by resignation,Chess.com,56
267,2023.10.06,White,Sasinator69,0-1,Loss,743,773,600,A40,,Sasinator69 won on time,Chess.com,60
268,2023.10.07,White,Cusick-tm,0-1,Loss,733,658,900+10,A41,,Cusick-tm won by resignation,Chess.com,78
269,2023.10.07,Black,knightmax77,0-1,Win,740,668,900+10,B12,,KatsMeow23 won by resignation,Chess.com,59
270,2023.10.08,White,joaquamole,1-0,Win,746,666,900+10,A45,,KatsMeow23 won by resignation,Chess.com,26
271,2023.10.08,Black,TheProfessorMF,1-0,Loss,739,789,900+10,B10,,TheProfessorMF won by resignation,Chess.com,96
272,2023.10.05,White,geovanngutierrez,1-0,Win,792,449,1/86400,A41,,KatsMeow23 won on time,Chess.com,25
273,2023.10.08,Black,terob82,1-0,Loss,731,766,600,D10,,terob82 won by checkmate,Chess.com,63
274,2023.10.08,White,relativelyold,0-1,Loss,721,654,900+10,D00,,relativelyold won by resignation,Chess.com,76
275,2023.10.08,Black,Ajay_0712,1-0,Loss,713,740,900+10,A00,,Ajay_0712 won by resignation,Chess.com,65
276,2023.10.05,White,khrack,0-1,Loss,785,954,1/86400,C20,,khrack won by resignation,Chess.com,68
277,2023.10.09,Black,hakun2509,0-1,Win,719,635,900+10,B13,,KatsMeow23 won by checkmate,Chess.com,88
278,2023.10.09,White,azzamalamrany,0-1,Loss,712,750,900+10,D00,,azzamalamrany won by resignation,Chess.com,136
279,2023.10.09,Black,Duke_of_Kales1,1-0,Loss,704,737,600,B12,,Duke_of_Kales1 won by checkmate,Chess.com,55
280,2023.10.11,White,playrecat,0-1,Loss,696,728,600,A46,,playrecat won by checkmate,Chess.com,86
281,2023.10.11,Black,LaFlameChris,1-0,Loss,453,591,300,B10,,LaFlameChris won on time,Chess.com,65
282,2023.10.12,White,Brreo,0-1,Loss,688,690,600,A40,,Brreo won by resignation,Chess.com,32
283,2023.10.12,White,the_pawnicher,1-0,Win,696,659,600,D00,,KatsMeow23 won by checkmate,Chess.com,45
284,2023.10.12,Black,Bl4ck4dd3r,1-0,Loss,686,634,600,B10,,Bl4ck4dd3r won by resignation,Chess.com,37
285,2023.10.12,Black,Habsrock,1-0,Loss,677,650,600,A40,,Habsrock won by resignation,Chess.com,71
286,2023.09.25,Black,quatreW,0-1,Win,786,217,1/86400,A02,,KatsMeow23 won by checkmate,Chess.com,56
287,2023.10.10,Black,geovanngutierrez,0-1,Win,788,437,1/86400,B10,,KatsMeow23 won by checkmate,Chess.com,82
288,2023.10.14,White,jerbut01,0-1,Loss,667,591,900+10,A43,,jerbut01 won by resignation,Chess.com,90
289,2023.10.14,Black,DineiDionato,1-0,Loss,660,710,900+10,A41,,DineiDionato won by checkmate,Chess.com,35
290,2023.10.14,White,pasirgurun,0-1,Loss,650,580,900+10,D00,,pasirgurun won by resignation,Chess.com,94
291,2023.10.14,Black,wysterrparis,0-1,Win,656,552,600,A41,,KatsMeow23 won by checkmate,Chess.com,40
292,2023.10.15,White,Thang_No_Brilliant,1-0,Win,665,669,900+10,D00,,KatsMeow23 won by resignation,Chess.com,11
293,2023.10.15,Black,xKUKELEKUx,1-0,Loss,657,705,900+10,D02,,xKUKELEKUx won by resignation,Chess.com,54
294,2023.10.15,Black,sheed824,0-1,Win,664,623,900+10,B10,,KatsMeow23 won by checkmate,Chess.com,50
295,2023.10.15,White,tragonnet,0-1,Loss,657,707,600,D00,,tragonnet won by resignation,Chess.com,48
296,2023.10.14,Black,geovanngutierrez,0-1,Win,788,437,1/86400,A41,,KatsMeow23 won on time,Chess.com,6
297,2023.10.16,Black,Brykso,0-1,Win,665,645,600,B12,,KatsMeow23 won by resignation,Chess.com,44
298,2023.10.16,Black,Frandons,0-1,Win,672,636,600,A07,,KatsMeow23 won by resignation,Chess.com,48
299,2023.10.16,Black,darth-renx2isbos,0-1,Win,679,617,600,A00,,KatsMeow23 won by checkmate,Chess.com,58
300,2023.10.16,Black,Creedog732,0-1,Win,686,617,600,B29,,KatsMeow23 won by resignation,Chess.com,32
301,2023.10.17,Black,captainnemo73,0-1,Win,694,640,600,B50,,KatsMeow23 won by resignation,Chess.com,29
302,2023.10.17,Black,Hoochaman,1-0,Loss,685,670,600,D11,,Hoochaman won on time,Chess.com,63
303,2023.10.18,Black,maledicta27,1-0,Loss,674,556,600,A41,,maledicta27 won by checkmate,Chess.com,33
304,2023.10.18,White,lipehx1,1-0,Win,682,672,600,D00,,KatsMeow23 won by resignation,Chess.com,67
305,2023.10.18,Black,POINT45PEACE,1-0,Loss,674,679,600,B07,,POINT45PEACE won by resignation,Chess.com,65
306,2023.10.18,Black,ggson23,0-1,Win,681,616,600,B07,,KatsMeow23 won by resignation,Chess.com,13
307,2023.10.18,Black,limainf,1-0,Loss,671,599,600,B50,,limainf won by resignation,Chess.com,33
308,2023.10.18,White,DeathDealer_23,0-1,Loss,663,700,600,B01,,DeathDealer_23 won by resignation,Chess.com,22
309,2023.10.18,White,M28JDP,0-1,Loss,656,693,900+10,B10,,M28JDP won by resignation,Chess.com,56
310,2023.10.04,White,AnaRiv_27,1-0,Win,790,472,1/604800,D00,,KatsMeow23 won by checkmate,Chess.com,87
311,2023.10.18,Black,3loo_o,1-0,Loss,646,554,900+10,A00,,3loo_o won by resignation,Chess.com,41
312,2023.10.18,Black,Sami_English,0-1,Win,652,564,600,B12,,KatsMeow23 won by checkmate,Chess.com,84
313,2023.10.13,Black,nabhan87,1-0,Loss,788,1105,1/604800,A03,,nabhan87 won by checkmate,Chess.com,55
314,2023.10.18,Black,AmoryBlaiine,1-0,Loss,644,661,600,A41,,AmoryBlaiine won on time,Chess.com,121
315,2023.10.18,Black,AdmiralSaltman,1-0,Loss,635,593,600,A41,,AdmiralSaltman won on time,Chess.com,103
316,2023.10.19,White,trvprogue,0-1,Loss,626,614,600,A45,,trvprogue won on time,Chess.com,82
317,2023.10.19,Black,gabrierapchan,1-0,Loss,620,701,600,B15,,gabrierapchan won on time,Chess.com,89
318,2023.10.19,White,bubbadorse,0-1,Loss,612,621,600,A40,,bubbadorse won on time,Chess.com,94
319,2023.10.19,White,nihal_a19,1-0,Win,619,581,900+10,C00,,KatsMeow23 won by checkmate,Chess.com,35
320,2023.10.19,Black,nihal_a19,1-0,Loss,610,590,900+10,B10,,nihal_a19 won by resignation,Chess.com,57
321,2023.10.20,White,dmonster94,1-0,Win,616,533,900+10,B06,,KatsMeow23 won - game abandoned,Chess.com,23
322,2023.10.20,White,SirMcSniper,1-0,Win,624,625,900+10,B00,,KatsMeow23 won by resignation,Chess.com,91
323,2023.10.21,Black,HaiezzlLee,0-1,Win,635,756,900+10,A41,,KatsMeow23 won by checkmate,Chess.com,54
324,2023.10.21,White,floris00,0-1,Loss,629,720,900+10,A40,,floris00 won by resignation,Chess.com,19
325,2023.10.21,White,marmeko,0-1,Loss,621,620,900+10,C41,,marmeko won by resignation,Chess.com,14
326,2023.10.21,Black,rockscorell,0-1,Win,629,623,900+10,D02,,KatsMeow23 won by resignation,Chess.com,92
327,2023.10.21,Black,icarus7474,1-0,Loss,619,529,900+10,D00,,icarus7474 won - game abandoned,Chess.com,117
328,2023.10.21,Black,32Dv,0-1,Win,626,575,600,D02,,KatsMeow23 won - game abandoned,Chess.com,40
329,2023.10.21,White,lakeshiv,1-0,Win,632,553,600,D00,,KatsMeow23 won by resignation,Chess.com,19
330,2023.10.21,Black,dkiel3746,1-0,Loss,622,569,600,B50,,dkiel3746 won by checkmate,Chess.com,53
331,2023.10.21,White,ANDREWDTR,0-1,Loss,615,680,600,C50,,ANDREWDTR won by checkmate,Chess.com,60
332,2023.10.15,Black,DarthYoda88,0-1,Win,797,782,1/86400,A00,,KatsMeow23 won by checkmate,Chess.com,92
333,2023.10.15,White,DarthYoda88,1-0,Win,804,728,1/604800,A45,,KatsMeow23 won by checkmate,Chess.com,61
334,2023.10.21,Black,Vidyuth_Roxx,0-1,Win,624,632,600,B15,,KatsMeow23 won by resignation,Chess.com,66
335,2023.10.21,Black,Buckdavidson,1-0,Loss,614,567,600,B12,,Buckdavidson won by resignation,Chess.com,67
336,2023.10.21,Black,mikecole1212,1-0,Loss,606,614,900+10,B12,,mikecole1212 won by checkmate,Chess.com,57
337,2023.10.21,Black,KalVarnsen01,1-0,Loss,596,511,900+10,A43,,KalVarnsen01 won by checkmate,Chess.com,77
338,2023.10.22,Black,Ventura112,0-1,Win,605,616,900+10,D02,,KatsMeow23 won by resignation,Chess.com,116
339,2023.10.22,White,kyledrywall,1-0,Win,613,594,900+10,A45,,KatsMeow23 won by resignation,Chess.com,63
340,2023.10.22,White,NickTheHair,1-0,Win,622,663,900+10,A80,,KatsMeow23 won by checkmate,Chess.com,97
341,2023.10.11,White,lap10502300,1-0,Win,816,1025,1/604800,D00,,KatsMeow23 won by checkmate,Chess.com,45
342,2023.10.22,Black,pirthepawn,1-0,Loss,810,900,1/86400,B21,,pirthepawn won by resignation,Chess.com,55
343,2023.10.22,Black,chessasaurus03,0-1,Win,819,887,1/86400,B23,,KatsMeow23 won by resignation,Chess.com,72
344,2023.10.22,White,Noori215,1-0,Win,828,761,1/86400,D00,,KatsMeow23 won by checkmate,Chess.com,45
345,2023.10.24,White,yxuyxuyxu,1-0,Win,629,575,900+10,C00,,KatsMeow23 won by checkmate,Chess.com,97
346,2023.10.22,Black,RoudiNho69,0-1,Win,828,904,1/86400,B30,,KatsMeow23 won on time,Chess.com,4
347,2023.10.14,White,quatreW,1-0,Win,829,211,1/86400,D00,,KatsMeow23 won by resignation,Chess.com,61
348,2023.10.26,White,AlexOhYeah0,1-0,Win,637,628,900+10,D00,,KatsMeow23 won by resignation,Chess.com,87
349,2023.10.25,White,geovanngutierrez,1-0,Win,831,429,1/604800,A40,,KatsMeow23 won by checkmate,Chess.com,57
350,2023.10.24,White,AutumnLeavesFall,1-0,Win,835,656,1/86400,A45,,KatsMeow23 won by resignation,Chess.com,82
351,2023.10.25,Black,SevostyanovIgor,1-0,Loss,833,1114,1/86400,B15,,SevostyanovIgor won by checkmate,Chess.com,71
352,2023.10.25,Black,quatreW,0-1,Win,833,211,1/86400,A10,,KatsMeow23 won on time,Chess.com,4
353,2023.10.25,Black,SzudemG,0-1,Win,840,657,1/86400,B15,,KatsMeow23 won by resignation,Chess.com,74
354,2023.09.24,Black,piyumaja,0-1,Win,848,842,1/604800,B01,,KatsMeow23 won by checkmate,Chess.com,54
355,2023.10.31,White,Clay_D,1-0,Win,645,621,900+10,A48,,KatsMeow23 won by checkmate,Chess.com,49
356,2023.10.25,White,CPT6HCU1KT,1-0,Win,854,768,1/86400,D00,,KatsMeow23 won on time,Chess.com,13
357,2023.10.25,White,XaN14KeN,0-1,Loss,845,787,1/86400,A45,,XaN14KeN won by resignation,Chess.com,96
358,2023.10.27,Black,geovanngutierrez,1-0,Loss,832,506,1/604800,A00,,geovanngutierrez won by checkmate,Chess.com,25
359,2023.10.24,White,MisterDobin,1-0,Win,838,784,1/86400,A40,,KatsMeow23 won by checkmate,Chess.com,45
360,2023.10.07,White,BeniRive,1-0,Win,839,394,1/604800,A80,,KatsMeow23 won by checkmate,Chess.com,35
361,2023.10.31,Black,cKuch,0-1,Win,652,606,600,B10,,KatsMeow23 won by checkmate,Chess.com,72
362,2023.10.31,Black,AaaaghhN000,0-1,Win,657,523,600,B12,,KatsMeow23 won by checkmate,Chess.com,62
363,2023.11.01,Black,Nico13062015,1-0,Loss,649,684,600,B11,,Nico13062015 won by checkmate,Chess.com,29
364,2023.11.01,Black,clavedark1,1-0,Loss,642,698,600,B10,,clavedark1 won by checkmate,Chess.com,75
365,2023.11.01,White,cecilia15cc,1-0,Win,649,571,600,D02,,KatsMeow23 won by checkmate,Chess.com,53
366,2023.11.01,Black,PeterSha15,0-1,Win,657,622,600,B10,,KatsMeow23 won by resignation,Chess.com,32
367,2023.11.02,Black,Ossama8484,1-0,Loss,649,680,600,B10,,Ossama8484 won by checkmate,Chess.com,43
368,2023.11.02,Black,MagmusCarlsoms,1-0,Loss,642,692,600,D10,,MagmusCarlsoms won by resignation,Chess.com,85
369,2023.11.02,White,mlaheri,1-0,Win,651,666,600,D02,,KatsMeow23 won by checkmate,Chess.com,45
370,2023.10.31,White,geovanngutierrez,1-0,Win,841,496,1/604800,B01,,KatsMeow23 won by checkmate,Chess.com,97
371,2023.11.02,White,brettkoppelman,1-0,Win,659,651,600,D00,,KatsMeow23 won by resignation,Chess.com,38
372,2023.11.02,White,olkhat,1-0,Win,666,619,600,D02,,KatsMeow23 won by resignation,Chess.com,35
373,2023.11.02,Black,Nico13062015,1-0,Loss,658,687,600,B15,,Nico13062015 won by checkmate,Chess.com,35
374,2023.11.02,Black,MVetterTheDominator,1-0,Loss,650,679,600,B15,,MVetterTheDominator won on time,Chess.com,85
375,2023.11.03,White,Kila_J,0-1,Loss,641,623,900+10,D00,,Kila_J won by resignation,Chess.com,80
376,2023.11.03,Black,maxoliver63,1-0,Loss,634,682,900+10,B12,,maxoliver63 won by resignation,Chess.com,73
377,2023.11.03,White,rhinio,1-0,Win,643,687,600,D00,,KatsMeow23 won by checkmate,Chess.com,69
378,2023.11.03,White,He11Bent,0-1,Loss,636,694,600,D00,,He11Bent won by checkmate,Chess.com,54
379,2023.11.04,Black,cyanburritos,1-0,Loss,628,664,600,B01,,cyanburritos won by resignation,Chess.com,89
380,2023.11.04,White,IsDonk,0-1,Loss,617,518,600,A40,,IsDonk won on time,Chess.com,72
381,2023.11.04,Black,taylor1025,0-1,Win,625,603,900+10,A11,,KatsMeow23 won by resignation,Chess.com,94
382,2023.11.04,Black,dirkdiggler19,0-1,Win,633,616,900+10,D10,,KatsMeow23 won by resignation,Chess.com,52
383,2023.11.04,White,erentascii,1/2-1/2,Draw,633,646,600,A40,,Game drawn by stalemate,Chess.com,110
384,2023.11.04,Black,katkat123,0-1,Win,640,577,600,A40,,KatsMeow23 won by resignation,Chess.com,64
385,2023.11.05,White,dizzzyyd,1-0,Win,648,639,600,D02,,KatsMeow23 won on time,Chess.com,67
386,2023.11.05,White,Cuadrix,0-1,Loss,641,683,600,D00,,Cuadrix won by checkmate,Chess.com,68
387,2023.11.05,Black,HadeanWulf,0-1,Win,647,558,600,B13,,KatsMeow23 won by resignation,Chess.com,49
388,2023.11.05,Black,cjayrun,1-0,Loss,639,658,600,B01,,cjayrun won by resignation,Chess.com,27
389,2023.11.05,White,Creedog732,1-0,Win,648,658,600,A45,,KatsMeow23 won - game abandoned,Chess.com,47
390,2023.11.05,Black,johnpena8656,0-1,Win,654,563,600,B10,,KatsMeow23 won - game abandoned,Chess.com,66
391,2023.11.04,White,primo23,0-1,Loss,837,1000,1/86400,D02,,primo23 won by resignation,Chess.com,36
392,2023.11.06,Black,PetitQblanc,0-1,Win,662,643,600,D00,,KatsMeow23 won by resignation,Chess.com,37
393,2023.11.06,White,Reeegy,1-0,Win,671,678,600,A40,,KatsMeow23 won by resignation,Chess.com,57
394,2023.11.04,Black,Vukan11111,0-1,Win,837,1600,1/86400,B10,,KatsMeow23 won on time,Chess.com,6
395,2023.11.06,Black,Nann00k,1-0,Loss,662,615,600,D02,,Nann00k won by resignation,Chess.com,5
396,2023.11.06,White,baxabilly,1-0,Win,670,675,600,A00,,KatsMeow23 won by resignation,Chess.com,0
397,2023.11.06,Black,fbeneti,1-0,Loss,661,643,600,B10,,fbeneti won by resignation,Chess.com,69
398,2023.11.06,White,musse66,0-1,Loss,653,690,600,D00,,musse66 won on time,Chess.com,98
399,2023.11.07,Black,Liusername,1-0,Loss,646,707,600,D00,,Liusername won by resignation,Chess.com,79
400,2023.11.07,White,Led0o,0-1,Loss,638,639,600,D00,,Led0o won by resignation,Chess.com,44
401,2023.10.07,White,BeniRive,1-0,Win,838,386,1/604800,A80,,KatsMeow23 won on time,Chess.com,29
402,2023.10.07,Black,BeniRive,0-1,Win,839,378,1/604800,A02,,KatsMeow23 won on time,Chess.com,28
403,2023.10.25,Black,robertneugarten,1-0,Loss,839,1492,1/86400,B15,,robertneugarten won by resignation,Chess.com,77
404,2023.11.08,White,x-1768322721,0-1,Loss,628,569,600,D00,,x-1768322721 won on time,Chess.com,90
405,2023.11.08,Black,malpica7,0-1,Win,635,555,600,B10,,KatsMeow23 won by resignation,Chess.com,42
406,2023.11.08,Black,Quarn,0-1,Win,643,642,600,D11,,KatsMeow23 won by resignation,Chess.com,70
407,2023.11.09,White,harmander1234,1-0,Win,651,616,600,A40,,KatsMeow23 won by checkmate,Chess.com,59
408,2023.11.09,White,maa120276,1-0,Win,658,613,600,D00,,KatsMeow23 won by resignation,Chess.com,9
409,2023.11.09,Black,jeganesh,1-0,Loss,650,663,600,B13,,jeganesh won by resignation,Chess.com,59
410,2023.11.09,White,dupremi,0-1,Loss,642,637,600,D00,,dupremi won by resignation,Chess.com,44
411,2023.11.07,Black,geovanngutierrez,0-1,Win,841,487,1/604800,A00,,KatsMeow23 won by checkmate,Chess.com,56
412,2023.11.09,Black,andrea1943,1/2-1/2,Draw,640,561,600,A40,,Game drawn by agreement,Chess.com,89
413,2023.11.09,White,calvinfk16,0-1,Loss,632,661,600,D00,,calvinfk16 won on time,Chess.com,76
414,2023.11.09,Black,ShamalHakim,1-0,Loss,625,678,600,B12,,ShamalHakim won by checkmate,Chess.com,53
415,2023.11.09,White,lightningew44,0-1,Loss,617,629,600,A40,,lightningew44 won on time,Chess.com,88
416,2023.11.10,White,sirspudicus3,0-1,Loss,611,702,600,D00,,sirspudicus3 won by resignation,Chess.com,70
417,2023.11.10,Black,yakisikli_guvenlik5188,1-0,Loss,604,662,600,D11,,yakisikli_guvenlik5188 won by resignation,Chess.com,34
418,2023.10.28,White,quatreW,1-0,Win,842,206,1/86400,C20,,KatsMeow23 won by resignation,Chess.com,113
419,2023.11.10,Black,ShinobiFoxx,1-0,Loss,597,635,600,B12,,ShinobiFoxx won on time,Chess.com,101
420,2023.11.11,White,StevenNichols84,0-1,Loss,590,634,600,D00,,StevenNichols84 won by resignation,Chess.com,72
421,2023.11.12,Black,henrymonaco,0-1,Win,598,567,600,B15,,KatsMeow23 won by checkmate,Chess.com,90
422,2023.11.12,White,grantzimmerman23,1-0,Win,606,591,600,D02,,KatsMeow23 won by resignation,Chess.com,53
423,2023.11.13,White,dietmarspehr,1-0,Win,614,591,600,D00,,KatsMeow23 won by resignation,Chess.com,17
424,2023.11.13,White,Erguitareds,1-0,Win,623,646,600,D02,,KatsMeow23 won by checkmate,Chess.com,31
425,2023.11.13,Black,buzzo98,1-0,Loss,615,622,600,B15,,buzzo98 won on time,Chess.com,95
426,2023.11.14,White,yyang999,1-0,Win,622,575,600,D02,,KatsMeow23 won by resignation,Chess.com,59
427,2023.11.15,White,MartinEngels,0-1,Loss,615,662,900+10,D00,,MartinEngels won by resignation,Chess.com,40
428,2023.11.13,White,privaterose1948,0-1,Loss,840,1207,1/86400,B07,,privaterose1948 won by checkmate,Chess.com,60
429,2023.11.16,Black,New-learner23,1-0,Loss,608,663,600,B10,,New-learner23 won by resignation,Chess.com,79
430,2023.11.16,Black,KUaero83,1-0,Loss,601,658,600,B10,,KUaero83 won by resignation,Chess.com,74
431,2023.11.16,Black,CHESSALMEIDA,1-0,Loss,594,639,600,B10,,CHESSALMEIDA won by resignation,Chess.com,87
432,2023.11.10,Black,quatreW,0-1,Win,841,201,1/86400,B10,,KatsMeow23 won on time,Chess.com,36
433,2023.11.13,Black,lepthyphantes,0-1,Win,850,918,1/604800,B12,,KatsMeow23 won by resignation,Chess.com,70
434,2023.11.17,White,eetherwulf,1-0,Win,604,684,600,D00,,KatsMeow23 won by checkmate,Chess.com,79
435,2023.11.17,Black,Diogonies,0-1,Win,611,540,600,B10,,KatsMeow23 won by resignation,Chess.com,52
436,2023.11.17,White,devnu,1-0,Win,618,567,600,C53,,KatsMeow23 won by checkmate,Chess.com,67
437,2023.11.17,Black,CataLynuxxx,1-0,Loss,609,583,600,B10,,CataLynuxxx won by resignation,Chess.com,35
438,2023.11.17,Black,rmhaas2211,1-0,Loss,600,586,600,B10,,rmhaas2211 won on time,Chess.com,71
439,2023.11.13,White,SmokeDC,0-1,Loss,846,1036,1/604800,A40,,SmokeDC won by checkmate,Chess.com,38
440,2023.11.13,Black,privaterose1948,1/2-1/2,Draw,852,1231,1/86400,A11,,Game drawn by agreement,Chess.com,131
441,2023.11.18,White,dastoute,1-0,Win,608,587,600,A40,,KatsMeow23 won by resignation,Chess.com,70
442,2023.11.19,Black,Puja_Rathi,0-1,Win,615,572,900+10,A00,,KatsMeow23 won by checkmate,Chess.com,50
443,2023.10.22,Black,AnaRiv_27,0-1,Win,854,466,1/604800,A40,,KatsMeow23 won by checkmate,Chess.com,82
444,2023.11.19,White,mansurkenjeev,0-1,Loss,609,696,600,A40,,mansurkenjeev won by checkmate,Chess.com,54
445,2023.11.19,Black,LeoChess1e4,0-1,Win,617,586,600,B12,,KatsMeow23 won by checkmate,Chess.com,26
